"Category","Item","Description","Units"
"DSRND","DDVn15","Round vinyl duct, D = 15""","1"
"DSRND","DDVn15HI","Round vinyl duct, D = 15"", high insulation","1"
"DSRND","DDVn16","Round vinyl duct, D = 16""","1"
"DSRND","DDVn04","Round vinyl duct, D = 4""","1"
"DSRND","DDVn04HI","Round vinyl duct, D = 4"", high insulation","1"
"DSRND","DDVn05","Round vinyl duct, D = 5""","1"
"DSRND","DDVn05HI","Round vinyl duct, D = 5"", high insulation","1"
"DSRND","DDVn06","Round vinyl duct, D = 6""","1"
"DSRND","DDVn06HI","Round vinyl duct, D = 6"", high insulation","1"
"DSRND","DDVn07","Round vinyl duct, D = 7""","1"
"DSRND","DDVn07HI","Round vinyl duct, D = 7"", high insulation","1"
"DSRND","DDVn08","Round vinyl duct, D = 8""","1"
"DSRND","DDVn08HI","Round vinyl duct, D = 8"", high insulation","1"
"DSRND","DDVn09","Round vinyl duct, D = 9""","1"
"DSRND","DDVn09HI","Round vinyl duct, D = 9"", high insulation","1"
"HVDALL","HV-O-RW","Round white supply outlet","0"
"DFRTEE","FDWY-10-10","Round wye, size 10""-10""","0"
"DFRTEE","FDWY-10-4","Round wye, size 10""-4""","0"
"DFRTEE","FDWY-10-5","Round wye, size 10""-5""","0"
"DFRTEE","FDWY-10-6","Round wye, size 10""-6""","0"
"DFRTEE","FDWY-10-7","Round wye, size 10""-7""","0"
"DFRTEE","FDWY-10-8","Round wye, size 10""-8""","0"
"DFRTEE","FDWY-10-9","Round wye, size 10""-9""","0"
"DFRTEE","FDWY-12-10","Round wye, size 12""-10""","0"
"DFRTEE","FDWY-12-12","Round wye, size 12""-12""","0"
"DFRTEE","FDWY-12-4","Round wye, size 12""-4""","0"
"DFRTEE","FDWY-12-5","Round wye, size 12""-5""","0"
"DFRTEE","FDWY-12-6","Round wye, size 12""-6""","0"
"DFRTEE","FDWY-12-7","Round wye, size 12""-7""","0"
"DFRTEE","FDWY-12-8","Round wye, size 12""-8""","0"
"DFRTEE","FDWY-12-9","Round wye, size 12""-9""","0"
"DFRTEE","FDWY-16-10","Round wye, size 16""-10""","0"
"DFRTEE","FDWY-16-12","Round wye, size 16""-12""","0"
"DFRTEE","FDWY-16-6","Round wye, size 16""-6""","0"
"DFRTEE","FDWY-16-8","Round wye, size 16""-8""","0"
"DFRTEE","FDWY-18-10","Round wye, size 18""-10""","0"
"DFRTEE","FDWY-18-12","Round wye, size 18""-12""","0"
"DFRTEE","FDWY-18-6","Round wye, size 18""-6""","0"
"DFRTEE","FDWY-18-8","Round wye, size 18""-8""","0"
"HVDALL","HV-SDP30-2","Secondary drain pan for two 3 ton modules","0"
"HVDALL","HV-SDP35-2","Secondary drain pan for two 3-4 ton modules","0"
"HVDALL","HV-SDP50-2","Secondary drain pan for two 4-5 ton modules","0"
"DFRBTR","FBTB-10","Side floor boot from rect duct, size 10""","0"
"DFRBTR","FBTB-4","Side floor boot from rect duct, size 4""","0"
"DFRBTR","FBTB-5","Side floor boot from rect duct, size 5""","0"
"DFRBTR","FBTB-6","Side floor boot from rect duct, size 6""","0"
"DFRBTR","FBTB-7","Side floor boot from rect duct, size 7""","0"
"DFRBTR","FBTB-8","Side floor boot from rect duct, size 8""","0"
"DFRBTR","FBTB-9","Side floor boot from rect duct, size 9""","0"
"DFRTKO","FTOC-1010","Side rect take off, size 10"" x 10""","0"
"DFRTKO","FTOC-1004","Side rect take off, size 10"" x 4""","0"
"DFRTKO","FTOC-1006","Side rect take off, size 10"" x 6""","0"
"DFRTKO","FTOC-1008","Side rect take off, size 10"" x 8""","0"
"DFRTKO","FTOC-1210","Side rect take off, size 12"" x 10""","0"
"DFRTKO","FTOC-1208","Side rect take off, size 12"" x 8""","0"
"DFRTKO","FTOC-1410","Side rect take off, size 14"" x 10""","0"
"DFRTKO","FTOC-1408","Side rect take off, size 14"" x 8""","0"
"DFRTKO","FTOC-1610","Side rect take off, size 16"" x 10""","0"
"DFRTKO","FTOC-1608","Side rect take off, size 16"" x 8""","0"
"DFRTKO","FTOC-2010","Side rect take off, size 20"" x 10""","0"
"DFRTKO","FTOC-2008","Side rect take off, size 20"" x 8""","0"
"DFRTKO","FTOC-0804","Side rect take off, size 8"" x 4""","0"
"DFRTKO","FTOC-0806","Side rect take off, size 8"" x 6""","0"
"DFRTKO","FTOC-0808","Side rect take off, size 8"" x 8""","0"
"DFRTKO","FTOD-1010","Side rect tapered take off, size 10"" x 10""","0"
"DFRTKO","FTOD-1004","Side rect tapered take off, size 10"" x 4""","0"
"DFRTKO","FTOD-1006","Side rect tapered take off, size 10"" x 6""","0"
"DFRTKO","FTOD-1008","Side rect tapered take off, size 10"" x 8""","0"
"DFRTKO","FTOD-1210","Side rect tapered take off, size 12"" x 10""","0"
"DFRTKO","FTOD-1208","Side rect tapered take off, size 12"" x 8""","0"
"DFRTKO","FTOD-1410","Side rect tapered take off, size 14"" x 10""","0"
"DFRTKO","FTOD-1408","Side rect tapered take off, size 14"" x 8""","0"
"DFRTKO","FTOD-1610","Side rect tapered take off, size 16"" x 10""","0"
"DFRTKO","FTOD-1608","Side rect tapered take off, size 16"" x 8""","0"
"DFRTKO","FTOD-2010","Side rect tapered take off, size 20"" x 10""","0"
"DFRTKO","FTOD-2008","Side rect tapered take off, size 20"" x 8""","0"
"DFRTKO","FTOD-0804","Side rect tapered take off, size 8"" x 4""","0"
"DFRTKO","FTOD-0806","Side rect tapered take off, size 8"" x 6""","0"
"DFRTKO","FTOD-0808","Side rect tapered take off, size 8"" x 8""","0"
"DFRTKO","FTOA-10","Side round take off, size 10""","0"
"DFRTKO","FTOA-12","Side round take off, size 12""","0"
"DFRTKO","FTOA-16","Side round take off, size 16""","0"
"DFRTKO","FTOA-18","Side round take off, size 18""","0"
"DFRTKO","FTOA-20","Side round take off, size 20""","0"
"DFRTKO","FTOA-4","Side round take off, size 4""","0"
"DFRTKO","FTOA-5","Side round take off, size 5""","0"
"DFRTKO","FTOA-6","Side round take off, size 6""","0"
"DFRTKO","FTOA-7","Side round take off, size 7""","0"
"DFRTKO","FTOA-8","Side round take off, size 8""","0"
"DFRTKO","FTOA-9","Side round take off, size 9""","0"
"DFRTKO","FTOB-10","Side round transition take off, size 10""","0"
"DFRTKO","FTOB-12","Side round transition take off, size 12""","0"
"DFRTKO","FTOB-16","Side round transition take off, size 16""","0"
"DFRTKO","FTOB-18","Side round transition take off, size 18""","0"
"DFRTKO","FTOB-20","Side round transition take off, size 20""","0"
"DFRTKO","FTOB-4","Side round transition take off, size 4""","0"
"DFRTKO","FTOB-5","Side round transition take off, size 5""","0"
"DFRTKO","FTOB-6","Side round transition take off, size 6""","0"
"DFRTKO","FTOB-7","Side round transition take off, size 7""","0"
"DFRTKO","FTOB-8","Side round transition take off, size 8""","0"
"HVDALL","HV-D-S2-ER8-25","SmartDuct, 2.5""x12' R8 (1 PCS)","0"
"HVDALL","HV-D-S2-PR4-25","SmartDuct, 2.5""x12', R4 (5 PCS)","0"
"HVDALL","HV-D-S2-PR6-25","SmartDuct, 2.5""x12', R6 (5 PCS)","0"
"HVDALL","HV-D-S2-PR8-25","SmartDuct, 2.5""x12', R8 (5 PCS)","0"
"HVDALL","HV-D-S2-E","SmartDuct, TFS, 2x12' (1PCS)","0"
"HVDALL","HV-D-S2-ER4","SmartDuct, TFS, 2x12' R4 (1PCS)","0"
"HVDALL","HV-D-S2-ER6","SmartDuct, TFS, 2x12' R6 (1PCS)","0"
"HVDALL","HV-D-S2-ER8","SmartDuct, TFS, 2x12' R8 (1PCS)","0"
"HVDALL","HV-D-S2-PR4","SmartDuct, TFS, 2x12', R4  (6 PCS)","0"
"HVDALL","HV-D-S2-PR6","SmartDuct, TFS, 2x12', R6  (6 PCS)","0"
"HVDALL","HV-D-S2-PR8","SmartDuct, TFS, 2x12', R8  (6 PCS)","0"
"RHALL","SM-ICESENS","SnowMelt ice sensor","0"
"RHALL","SNOWPRO411","SNOWpro 411 water temperature control","0"
"HVDALL","HV-MA","Sound Attenuator Tubing, 2""x12', R-3.3 Multi Pack (6 piece)","0"
"HVDALL","HV-SA","Sound Attenuator Tubing, 2""x12', R-3.3 Single","0"
"HVDALL","HV-MAR4","Sound attenuator tubing, 2""x12', R-4, Multi Pack (6 piece)","0"
"HVDALL","HV-SAR4","Sound Attenuator Tubing, 2""x12', R-4.2, Single","0"
"HVDALL","HV-MAR6","Sound Attenuator tubing, 2""x12', R-6, Multi Pack (6 piece)","0"
"HVDALL","HV-SAR6","Sound Attenuator Tubing, 2""x12', R-6.0, Single","0"
"HVDALL","HV-MAR8","Sound Attenuator Tubing, 2""x12', R-8, Multi Pack (6 piece)","0"
"HVDALL","HV-SAR8","Sound Attenuator Tubing, 2""x12', R-8.0, Single","0"
"HVDALL","HV-MA-25","Sound Attenuator Tubing, 2.5""x12', R-3.3 Multi Pack (5 piece)","0"
"HVDALL","HV-SA-25","Sound Attenuator Tubing, 2.5""x12', R-3.3 Single","0"
"HVDALL","HV-MAR4-25","Sound Attenuator Tubing, 2.5""x12', R-4, Multi Pack (5 piece)","0"
"HVDALL","HV-SAR4-25","Sound Attenuator Tubing, 2.5""x12', R-4.2 Single","0"
"HVDALL","HV-MAR6-25","Sound Attenuator Tubing, 2.5""x12', R-6, Multi Pack (5 piece)","0"
"HVDALL","HV-SAR6-25","Sound Attenuator Tubing, 2.5""x12', R-6.0, Single","0"
"DFRTEE","FDTE-7-7-6","Round tee, size 7-7-6","0"
"DFRTEE","FDTE-8-4","Round tee, size 8""-4""","0"
"DFRTEE","FDTE-8-5","Round tee, size 8""-5""","0"
"DFRTEE","FDTE-8-6","Round tee, size 8""-6""","0"
"DFRTEE","FDTE-8-7","Round tee, size 8""-7""","0"
"DFRTEE","FDTE-8-8","Round tee, size 8""-8""","0"
"DFRTEE","FDTE-8-6-6","Round tee, size 8-6-6","0"
"DFRTEE","FDTE-8-7-4","Round tee, size 8-7-4","0"
"DFRTEE","FDTE-9-6","Round tee, size 9""-6""","0"
"DFRTEE","FDTE-9-8","Round tee, size 9""-8""","0"
"DFRTRS","FDDTR-10-10","Round to round transition, size 10""-10""","0"
"DFRTRS","FDDTR-10-4","Round to round transition, size 10""-4""","0"
"DFRTRS","FDDTR-10-5","Round to round transition, size 10""-5""","0"
"DFRTRS","FDDTR-10-6","Round to round transition, size 10""-6""","0"
"DFRTRS","FDDTR-10-7","Round to round transition, size 10""-7""","0"
"DFRTRS","FDDTR-10-8","Round to round transition, size 10""-8""","0"
"DFRTRS","FDDTR-10-9","Round to round transition, size 10""-9""","0"
"DFRTRS","FDDTR-12-10","Round to round transition, size 12""-10""","0"
"DFRTRS","FDDTR-12-12","Round to round transition, size 12""-12""","0"
"DFRTRS","FDDTR-12-4","Round to round transition, size 12""-4""","0"
"DFRTRS","FDDTR-12-5","Round to round transition, size 12""-5""","0"
"DFRTRS","FDDTR-12-6","Round to round transition, size 12""-6""","0"
"DFRTRS","FDDTR-12-7","Round to round transition, size 12""-7""","0"
"DFRTRS","FDDTR-12-8","Round to round transition, size 12""-8""","0"
"DFRTRS","FDDTR-12-9","Round to round transition, size 12""-9""","0"
"DFRTRS","FDDTR-16-10","Round to round transition, size 16""-10""","0"
"DFRTRS","FDDTR-16-12","Round to round transition, size 16""-12""","0"
"DFRTRS","FDDTR-16-6","Round to round transition, size 16""-6""","0"
"DFRTRS","FDDTR-16-8","Round to round transition, size 16""-8""","0"
"DFRTRS","FDDTR-18-10","Round to round transition, size 18""-10""","0"
"DFRTRS","FDDTR-18-12","Round to round transition, size 18""-12""","0"
"DSRND","DDVn16HI","Round vinyl duct, D = 16"", high insulation","1"
"DSRND","DDVn17","Round vinyl duct, D = 17""","1"
"DSRND","DDVn17HI","Round vinyl duct, D = 17"", high insulation","1"
"DSRND","DDVn18","Round vinyl duct, D = 18""","1"
"DSRND","DDVn18HI","Round vinyl duct, D = 18"", high insulation","1"
"DSRND","DDVn19","Round vinyl duct, D = 19""","1"
"DSRND","DDVn19HI","Round vinyl duct, D = 19"", high insulation","1"
"DSRND","DDVn20","Round vinyl duct, D = 20""","1"
"DSRND","DDVn20HI","Round vinyl duct, D = 20"", high insulation","1"
"DSRND","DDVn21","Round vinyl duct, D = 21""","1"
"DSRND","DDVn21HI","Round vinyl duct, D = 21"", high insulation","1"
"DSRND","DDVn22","Round vinyl duct, D = 22""","1"
"DSRND","DDVn22HI","Round vinyl duct, D = 22"", high insulation","1"
"DSRND","DDVn23","Round vinyl duct, D = 23""","1"
"DSRND","DDVn23HI","Round vinyl duct, D = 23"", high insulation","1"
"DSRND","DDVn24","Round vinyl duct, D = 24""","1"
"DSRND","DDVn24HI","Round vinyl duct, D = 24"", high insulation","1"
"DSRND","DDVn25","Round vinyl duct, D = 25""","1"
"DSRND","DDVn25HI","Round vinyl duct, D = 25"", high insulation","1"
"DSRND","DDVn26","Round vinyl duct, D = 26""","1"
"DSRND","DDVn26HI","Round vinyl duct, D = 26"", high insulation","1"
"DSRND","DDVn27","Round vinyl duct, D = 27""","1"
"DSRND","DDVn27HI","Round vinyl duct, D = 27"", high insulation","1"
"DSRND","DDVn28","Round vinyl duct, D = 28""","1"
"DSRND","DDVn28HI","Round vinyl duct, D = 28"", high insulation","1"
"DSRND","DDVn29","Round vinyl duct, D = 29""","1"
"DSRND","DDVn29HI","Round vinyl duct, D = 29"", high insulation","1"
"DSRND","DDVn30","Round vinyl duct, D = 30""","1"
"DSRND","DDVn30HI","Round vinyl duct, D = 30"", high insulation","1"
"DSRND","DDVn31","Round vinyl duct, D = 31""","1"
"DSRND","DDVn31HI","Round vinyl duct, D = 31"", high insulation","1"
"DSRND","DDVn32","Round vinyl duct, D = 32""","1"
"DSRND","DDVn32HI","Round vinyl duct, D = 32"", high insulation","1"
"DFRTEE","FDWY-20-10","Round wye, size 20""-10""","0"
"DFRTEE","FDWY-20-12","Round wye, size 20""-12""","0"
"DFRTEE","FDWY-20-6","Round wye, size 20""-6""","0"
"DFRTEE","FDWY-20-8","Round wye, size 20""-8""","0"
"DFRTEE","FDWY-5-4-4","Round wye, size 5-4-4","0"
"DFRTEE","FDWY-6-4","Round wye, size 6""-4""","0"
"DFRTEE","FDWY-6-5","Round wye, size 6""-5""","0"
"DFRTEE","FDWY-6-6","Round wye, size 6""-6""","0"
"DFRTEE","FDWY-6-4-4","Round wye, size 6-4-4","0"
"DFRTEE","FDWY-6-5-3","Round wye, size 6-5-3","0"
"DFRTEE","FDWY-6-6-4","Round wye, size 6-6-4","0"
"DFRTEE","FDWY-7-6","Round wye, size 7""-6""","0"
"DFRTEE","FDWY-7-6-4","Round wye, size 7-6-4","0"
"DFRTEE","FDWY-7-6-6","Round wye, size 7-6-6","0"
"DFRTEE","FDWY-7-7-4","Round wye, size 7-7-4","0"
"DFRTEE","FDWY-7-7-6","Round wye, size 7-7-6","0"
"DFRTEE","FDWY-8-4","Round wye, size 8""-4""","0"
"DFRTEE","FDWY-8-5","Round wye, size 8""-5""","0"
"DFRTEE","FDWY-8-6","Round wye, size 8""-6""","0"
"DFRTEE","FDWY-8-7","Round wye, size 8""-7""","0"
"DFRTEE","FDWY-8-8","Round wye, size 8""-8""","0"
"DFRTEE","FDWY-8-6-6","Round wye, size 8-6-6","0"
"DFRTEE","FDWY-8-7-4","Round wye, size 8-7-4","0"
"DFRTEE","FDWY-9-6","Round wye, size 9""-6""","0"
"DFRTEE","FDWY-9-8","Round wye, size 9""-8""","0"
"RHALL","FT-RssD","RSS manifold fitting assembly, 1/2 inch","0"
"RHALL","FT-RssF","RSS manifold fitting assembly, 3/4 inch","0"
"RHALL","FT-RssC","RSS manifold fitting assembly, 3/8 inch","0"
"RHALL","FT-RssE","RSS manifold fitting assembly, 5/8 inch","0"
"HVDALL","HV-SDP15","Secondary drain pan for 1-2 ton module","0"
"HVDALL","HV-SDP25-3","Secondary drain pan for three 2-3 ton modules","0"
"HVDALL","HV-SDP30-3","Secondary drain pan for three 3 ton modules","0"
"HVDALL","HV-SDP35-3","Secondary drain pan for three 3-4 ton modules","0"
"HVDALL","HV-SDP50-3","Secondary drain pan for three 4-5 ton modules","0"
"HVDALL","HV-SDP25-2","Secondary drain pan for two 2-3 ton modules","0"
"DFRTKO","FTOB-9","Side round transition take off, size 9""","0"
"DFRBTR","FBTE-10","Side wall boot from rect duct, size 10""","0"
"DFRBTR","FBTE-4","Side wall boot from rect duct, size 4""","0"
"DFRBTR","FBTE-5","Side wall boot from rect duct, size 5""","0"
"DFRBTR","FBTE-6","Side wall boot from rect duct, size 6""","0"
"DFRBTR","FBTE-7","Side wall boot from rect duct, size 7""","0"
"DFRBTR","FBTE-8","Side wall boot from rect duct, size 8""","0"
"DFRBTR","FBTE-9","Side wall boot from rect duct, size 9""","0"
"RHALL","HXP-1GROOVE2","Single groove alu panels for 1/2""","0"
"RHALL","HXP-1GROOVE1","Single groove alu panels for 3/8""","0"
"RHALL","HXP-1GROOVE3","Single groove alu panels for 5/8""","0"
"HVDALL","HV-RA30","Single return adapter for 2.5-3 tons","0"
"HVDALL","HV-RA25","Single return adapter for 2-3 tons","0"
"HVDALL","HV-RA35","Single return adapter for 3-4 tons","0"
"HVDALL","HV-RA50","Single return adapter for 4-5 tons","0"
"HVDALL","HV-R15","Single return assembly for 1-2 tons","0"
"HVDALL","HV-R25","Single return assembly for 2-3 tons","0"
"HVDALL","HV-R35","Single return assembly for 3-4 tons","0"
"HVDALL","HV-R50","Single return assembly for 4-5 tons","0"
"HVDALL","HV-RAM30","Single return htg module adapter for 2.5-3 tons","0"
"HVDALL","HV-RAM25","Single return htg module adapter for 2-3 tons","0"
"HVDALL","HV-RAM35","Single return htg module adapter for 3-4 tons","0"
"HVDALL","HV-RAM50","Single return htg module adapter for 4-5 tons","0"
"RHALL","ZPRELAY1","Single zone pump relay","0"
"HVDALL","HV-O-S15","Sloped 15 deg supply outlet","0"
"HVDALL","HV-O-S25","Sloped 25 deg supply outlet","0"
"HVDALL","HV-D-S2-P","SmartDuct, 2""x12' (6 PCS)","0"
"HVDALL","HV-D-S2-E-25","SmartDuct, 2.5""x12' (1 PCS)","0"
"HVDALL","HV-D-S2-P-25","SmartDuct, 2.5""x12' (5 PCS)","0"
"HVDALL","HV-D-S2-ER4-25","SmartDuct, 2.5""x12' R4 (1 PCS)","0"
"HVDALL","HV-D-S2-ER6-25","SmartDuct, 2.5""x12' R6 (1 PCS)","0"
"HVDALL","HV-MAR8-25","Sound Attenuator Tubing, 2.5""x12', R-8, Multi Pack (5 piece)","0"
"HVDALL","HV-SAR8-25","Sound Attenuator Tubing, 2.5""x12', R-8.0, Single","0"
"HVDALL","HV-EC-F","Square fiberglass end cap, pkg","0"
"HVDALL","HV-EC-F-E","Square fiberglass end cap, single","0"
"HVDALL","HV-SPA-FR","Square plenum adapter","0"
"RHALL","MAN-STL-01","Stainless manifold with flow meter, 1 port","0"
"RHALL","MAN-STL-10","Stainless manifold with flow meter, 10 port","0"
"RHALL","MAN-STL-11","Stainless manifold with flow meter, 11 port","0"
"RHALL","MAN-STL-12","Stainless manifold with flow meter, 12 port","0"
"RHALL","MAN-STL-02","Stainless manifold with flow meter, 2 port","0"
"RHALL","MAN-STL-03","Stainless manifold with flow meter, 3 port","0"
"RHALL","MAN-STL-04","Stainless manifold with flow meter, 4 port","0"
"RHALL","MAN-STL-05","Stainless manifold with flow meter, 5 port","0"
"RHALL","MAN-STL-06","Stainless manifold with flow meter, 6 port","0"
"RHALL","MAN-STL-07","Stainless manifold with flow meter, 7 port","0"
"RHALL","MAN-STL-08","Stainless manifold with flow meter, 8 port","0"
"RHALL","MAN-STL-09","Stainless manifold with flow meter, 9 port","0"
"RHALL","MAN-STLNF-01","Stainless manifold, 1 port","0"
"RHALL","MAN-STLNF-10","Stainless manifold, 10 port","0"
"RHALL","MAN-STLNF-11","Stainless manifold, 11 port","0"
"RHALL","MAN-STLNF-12","Stainless manifold, 12 port","0"
"RHALL","MAN-STLNF-02","Stainless manifold, 2 port","0"
"RHALL","MAN-STLNF-03","Stainless manifold, 3 port","0"
"RHALL","MAN-STLNF-04","Stainless manifold, 4 port","0"
"RHALL","MAN-STLNF-05","Stainless manifold, 5 port","0"
"RHALL","MAN-STLNF-06","Stainless manifold, 6 port","0"
"RHALL","MAN-STLNF-07","Stainless manifold, 7 port","0"
"RHALL","MAN-STLNF-08","Stainless manifold, 8 port","0"
"RHALL","MAN-STLNF-09","Stainless manifold, 9 port","0"
"RHALL","TTD-SOTC-02","Stand-off tubing clips for 1/2"" tube size","0"
"HVDALL","HV-O-RPMH-25","Supply rect plastic outlet, mahogany, 2.5""","0"
"HVDALL","HV-O-RPMA","Supply rect plastic outlet, maple","0"
"HVDALL","HV-O-RPMA-25","Supply rect plastic outlet, maple, 2.5""","0"
"HVDALL","HV-O-RPPI","Supply rect plastic outlet, pine","0"
"HVDALL","HV-O-RPPI-25","Supply rect plastic outlet, pine, 2.5""","0"
"HVDALL","HV-O-RPPO","Supply rect plastic outlet, poplar","0"
"HVDALL","HV-O-RPPO-25","Supply rect plastic outlet, poplar, 2.5""","0"
"HVDALL","HV-O-RPRO","Supply rect plastic outlet, red oak","0"
"HVDALL","HV-O-RPRO-25","Supply rect plastic outlet, red oak, 2.5""","0"
"HVDALL","HV-O-RPWL","Supply rect plastic outlet, walnut","0"
"HVDALL","HV-O-RPWL-25","Supply rect plastic outlet, walnut, 2.5""","0"
"HVDALL","HV-O-RPWT","Supply rect plastic outlet, white","0"
"HVDALL","HV-O-RPWO","Supply rect plastic outlet, white oak","0"
"HVDALL","HV-O-RPWO-25","Supply rect plastic outlet, white oak, 2.5""","0"
"HVDALL","HV-O-RPWT-25","Supply rect plastic outlet, white, 2.5""","0"
"HVDALL","HV-O-RSB","Supply rect straight plastic outlet, birch","0"
"HVDALL","HV-O-RSB-25","Supply rect straight plastic outlet, birch, 2.5""","0"
"HVDALL","HV-O-RSC","Supply rect straight plastic outlet, cherry","0"
"HVDALL","HV-O-RSC-25","Supply rect straight plastic outlet, cherry, 2.5""","0"
"HVDALL","HV-O-RSK","Supply rect straight plastic outlet, knotty pine","0"
"HVDALL","HV-O-RSK-25","Supply rect straight plastic outlet, knotty pine, 2.5""","0"
"HVDALL","HV-O-RSMH","Supply rect straight plastic outlet, mahogany","0"
"HVDALL","HV-O-RSMH-25","Supply rect straight plastic outlet, mahogany, 2.5""","0"
"HVDALL","HV-O-RSMA","Supply rect straight plastic outlet, maple","0"
"HVDALL","HV-O-RSMA-25","Supply rect straight plastic outlet, maple, 2.5""","0"
"HVDALL","HV-O-RSPI","Supply rect straight plastic outlet, pine","0"
"HVDALL","HV-O-RSPI-25","Supply rect straight plastic outlet, pine, 2.5""","0"
"HVDALL","HV-O-S15BF-25","Supply round sloped 15 deg, brass finish, 2.5""","0"
"HVDALL","HV-O-S15CF","Supply round sloped 15 deg, chrome finish","0"
"HVDALL","HV-O-S15CF-25","Supply round sloped 15 deg, chrome finish, 2.5""","0"
"HVDALL","HV-O-S25WT","Supply round sloped 25 deg","0"
"HVDALL","HV-O-S25WT-25","Supply round sloped 25 deg, 2.5""","0"
"HVDALL","HV-O-S25BK","Supply round sloped 25 deg, black finish","0"
"HVDALL","HV-O-S25BK-25","Supply round sloped 25 deg, black, 2.5""","0"
"HVDALL","HV-O-S25BF","Supply round sloped 25 deg, brass finish","0"
"HVDALL","HV-O-S25BF-25","Supply round sloped 25 deg, brass finish, 2.5""","0"
"HVDALL","HV-O-S25CF","Supply round sloped 25 deg, chrome finish","0"
"HVDALL","HV-O-S25CF-25","Supply round sloped 25 deg, chrome finish, 2.5""","0"
"HVDALL","HV-O-WB","Supply round wood outlet, birch","0"
"HVDALL","HV-O-WB-25","Supply round wood outlet, birch, 2.5""","0"
"HVDALL","HV-O-WC","Supply round wood outlet, cherry","0"
"HVDALL","HV-O-WC-25","Supply round wood outlet, cherry, 2.5""","0"
"HVDALL","HV-O-WK","Supply round wood outlet, knotty pine","0"
"HVDALL","HV-O-WK-25","Supply round wood outlet, knotty pine, 2.5""","0"
"HVDALL","HV-O-WMH","Supply round wood outlet, mahogany","0"
"HVDALL","HV-O-WMH-25","Supply round wood outlet, mahogany, 2.5""","0"
"HVDALL","HV-O-WMA","Supply round wood outlet, maple","0"
"HVDALL","HV-O-WMA-25","Supply round wood outlet, maple, 2.5""","0"
"HVDALL","HV-O-WPI","Supply round wood outlet, pine","0"
"HVDALL","HV-O-WPI-25","Supply round wood outlet, pine, 2.5""","0"
"HVDALL","HV-O-WPO","Supply round wood outlet, poplar","0"
"HVDALL","HV-O-WPO-25","Supply round wood outlet, poplar, 2.5""","0"
"HVDALL","HV-O-WRO","Supply round wood outlet, red oak","0"
"HVDALL","HV-O-WRO-25","Supply round wood outlet, red oak","0"
"HVDALL","HV-O-WWL-25","Supply round wood outlet, walnut","0"
"HVDALL","HV-O-WWL","Supply round wood outlet, walnut","0"
"DFRTKO","FTOG-1608","Top rect take off, size 16"" x 8""","0"
"DFRTKO","FTOG-2010","Top rect take off, size 20"" x 10""","0"
"DFRTKO","FTOG-2008","Top rect take off, size 20"" x 8""","0"
"DFRTKO","FTOG-0804","Top rect take off, size 8"" x 4""","0"
"DFRTKO","FTOG-0806","Top rect take off, size 8"" x 6""","0"
"DFRTKO","FTOG-0808","Top rect take off, size 8"" x 8""","0"
"DFRTKO","FTOF-10","Top round take off with transition, size 10""","0"
"DFRTKO","FTOF-12","Top round take off with transition, size 12""","0"
"DFRTKO","FTOF-16","Top round take off with transition, size 16""","0"
"DFRTKO","FTOF-18","Top round take off with transition, size 18""","0"
"DFRTKO","FTOF-20","Top round take off with transition, size 20""","0"
"DFRTKO","FTOF-4","Top round take off with transition, size 4""","0"
"DFRTKO","FTOF-5","Top round take off with transition, size 5""","0"
"DFRTKO","FTOF-6","Top round take off with transition, size 6""","0"
"DFRTKO","FTOF-7","Top round take off with transition, size 7""","0"
"DFRTKO","FTOF-8","Top round take off with transition, size 8""","0"
"DFRTKO","FTOF-9","Top round take off with transition, size 9""","0"
"DFRTKO","FTOE-10","Top round take off, size 10""","0"
"DFRTKO","FTOE-12","Top round take off, size 12""","0"
"DFRTKO","FTOE-16","Top round take off, size 16""","0"
"DFRTKO","FTOE-18","Top round take off, size 18""","0"
"DFRTKO","FTOE-20","Top round take off, size 20""","0"
"DFRTKO","FTOE-4","Top round take off, size 4""","0"
"DFRTKO","FTOE-5","Top round take off, size 5""","0"
"DFRTKO","FTOE-6","Top round take off, size 6""","0"
"DFRTKO","FTOE-7","Top round take off, size 7""","0"
"DFRTKO","FTOE-8","Top round take off, size 8""","0"
"DFRTKO","FTOE-9","Top round take off, size 9""","0"
"RHALL","TTD-TKST-05","Track staples for 1"" tube size","0"
"RHALL","TTD-TKST-02","Track staples for 1/2"" tube size","0"
"RHALL","TTD-TKST-04","Track staples for 3/4"" tube size","0"
"RHALL","TTD-TKST-01","Track staples for 3/8"" tube size","0"
"RHALL","TTD-SOTC-04","Stand-off tubing clips for 3/4"" tube size","0"
"HVDALL","HV-O-RMB","Supply rect metal outlet, birch","0"
"HVDALL","HV-O-RMB-25","Supply rect metal outlet, birch, 2.5""","0"
"HVDALL","HV-O-RMC","Supply rect metal outlet, cherry","0"
"HVDALL","HV-O-RMC-25","Supply rect metal outlet, cherry, 2.5""","0"
"HVDALL","HV-O-RMK","Supply rect metal outlet, knotty pine","0"
"HVDALL","HV-O-RMK-25","Supply rect metal outlet, knotty pine, 2.5""","0"
"HVDALL","HV-O-RMMH","Supply rect metal outlet, mahogany","0"
"HVDALL","HV-O-RMMH-25","Supply rect metal outlet, mahogany, 2.5""","0"
"HVDALL","HV-O-RMMA","Supply rect metal outlet, maple","0"
"HVDALL","HV-O-RMMA-25","Supply rect metal outlet, maple, 2.5""","0"
